"국사비","검사실명","검사종류","진료과순번","진료과명","접수월","횟수"
"사비","골밀도","골밀도","21","가정의학과","6월","38"
"사비","일반검사","Chest","21","가정의학과","6월","43"
"사비","일반검사","Spine","21","가정의학과","6월","38"
"사비","골밀도","골밀도","21","가정의학과","7월","30"
"사비","일반검사","Chest","21","가정의학과","7월","40"
"사비","일반검사","Spine","21","가정의학과","7월","30"
"사비","CT검사","Chest","21","가정의학과","8월","1"
"사비","골밀도","골밀도","21","가정의학과","8월","32"
"사비","일반검사","Chest","21","가정의학과","8월","50"
"사비","일반검사","Spine","21","가정의학과","8월","32"
"사비","골밀도","골밀도","21","가정의학과","9월","31"
"사비","일반검사","Chest","21","가정의학과","9월","38"
"사비","일반검사","Spine","21","가정의학과","9월","30"
"사비","골밀도","골밀도","21","가정의학과","10월","32"
"사비","일반검사","Chest","21","가정의학과","10월","49"
"사비","일반검사","Spine","21","가정의학과","10월","28"
"사비","골밀도","골밀도","21","가정의학과","11월","40"
"사비","일반검사","Chest","21","가정의학과","11월","31"
"사비","일반검사","Spine","21","가정의학과","11월","38"
"사비","초음파검사","Abdomen","21","가정의학과","11월","1"
"사비","CT검사","Abdomen & Pelvis","21","가정의학과","12월","1"
"사비","골밀도","골밀도","21","가정의학과","12월","36"
"사비","일반검사","Chest","21","가정의학과","12월","39"
"사비","일반검사","Spine","21","가정의학과","12월","36"
"국비","MRI검사","Head & Neck","22","재활의학과","1월","3"
"국비","MRI검사","Spine","22","재활의학과","1월","1"
"국비","일반검사","Chest","22","재활의학과","1월","12"
"국비","일반검사","Lower. Ext.","22","재활의학과","1월","8"
"국비","일반검사","Upper. Ext.","22","재활의학과","1월","8"
"국비","MRI검사","Head & Neck","22","재활의학과","2월","2"
"국비","MRI검사","Spine","22","재활의학과","2월","1"
"국비","기타","Abdomen","22","재활의학과","2월","1"
"국비","일반검사","Chest","22","재활의학과","2월","4"
"국비","일반검사","Lower. Ext.","22","재활의학과","2월","4"
"국비","일반검사","Spine","22","재활의학과","2월","8"
"국비","일반검사","Upper. Ext.","22","재활의학과","2월","2"
"국비","MRI검사","Upper Ext.","22","재활의학과","3월","1"
"국비","골밀도","골밀도","22","재활의학과","3월","2"
"국비","기타","Abdomen","22","재활의학과","3월","1"
"국비","일반검사","Chest","22","재활의학과","3월","12"
"국비","일반검사","Lower. Ext.","22","재활의학과","3월","2"
"국비","일반검사","Spine","22","재활의학과","3월","2"
"국비","일반검사","Upper. Ext.","22","재활의학과","3월","4"
"국비","MRI검사","Head & Neck","22","재활의학과","4월","2"
"국비","MRI검사","Spine","22","재활의학과","4월","2"
"국비","일반검사","Abdomen","22","재활의학과","4월","1"
"국비","일반검사","Chest","22","재활의학과","4월","6"
"국비","일반검사","Lower. Ext.","22","재활의학과","4월","8"
"국비","일반검사","Spine","22","재활의학과","4월","10"
"국비","일반검사","Upper. Ext.","22","재활의학과","4월","2"
"국비","PACS실","Others","22","재활의학과","5월","1"
"국비","기타","Abdomen","22","재활의학과","5월","1"
"국비","일반검사","Chest","22","재활의학과","5월","6"
"국비","일반검사","Lower. Ext.","22","재활의학과","5월","24"
"국비","일반검사","Spine","22","재활의학과","5월","16"
"국비","일반검사","Upper. Ext.","22","재활의학과","5월","8"
"국비","CT검사","Spine","22","재활의학과","6월","1"
"국비","MRI검사","Head & Neck","22","재활의학과","6월","1"
"국비","MRI검사","Spine","22","재활의학과","6월","1"
"국비","PACS실","Others","22","재활의학과","6월","1"
"국비","일반검사","Chest","22","재활의학과","6월","4"
"국비","일반검사","Lower. Ext.","22","재활의학과","6월","16"
"국비","일반검사","Spine","22","재활의학과","6월","10"
"국비","MRI검사","Head & Neck","22","재활의학과","7월","1"
"국비","일반검사","Chest","22","재활의학과","7월","10"
"국비","일반검사","Lower. Ext.","22","재활의학과","7월","11"
"국비","일반검사","Spine","22","재활의학과","7월","18"
"국비","일반검사","Upper. Ext.","22","재활의학과","7월","1"
"국비","CT검사","Spine","22","재활의학과","8월","1"
"국비","MRI검사","Lower Ext.","22","재활의학과","8월","2"
"국비","MRI검사","Spine","22","재활의학과","8월","3"
"국비","MRI검사","Upper Ext.","22","재활의학과","8월","1"
"국비","PACS실","Others","22","재활의학과","8월","1"
"국비","골밀도","골밀도","22","재활의학과","8월","3"
"국비","기타","Chest","22","재활의학과","8월","1"
"국비","일반검사","Chest","22","재활의학과","8월","4"
"국비","일반검사","Lower. Ext.","22","재활의학과","8월","20"
"국비","일반검사","Spine","22","재활의학과","8월","10"
"국비","일반검사","Upper. Ext.","22","재활의학과","8월","4"
"국비","CT검사","Spine","22","재활의학과","9월","1"
"국비","MRI검사","Lower Ext.","22","재활의학과","9월","1"
"국비","MRI검사","Spine","22","재활의학과","9월","1"
"국비","일반검사","Abdomen","22","재활의학과","9월","1"
"국비","일반검사","Chest","22","재활의학과","9월","6"
"국비","일반검사","Lower. Ext.","22","재활의학과","9월","10"
"국비","일반검사","Skull","22","재활의학과","9월","4"
"국비","일반검사","Spine","22","재활의학과","9월","8"
"국비","일반검사","Upper. Ext.","22","재활의학과","9월","4"
"국비","MRI검사","Spine","22","재활의학과","10월","1"
"국비","PACS실","Others","22","재활의학과","10월","1"
"국비","일반검사","Abdomen","22","재활의학과","10월","1"
"국비","일반검사","Chest","22","재활의학과","10월","8"
"국비","일반검사","Lower. Ext.","22","재활의학과","10월","16"
"국비","일반검사","Spine","22","재활의학과","10월","6"
"국비","일반검사","Upper. Ext.","22","재활의학과","10월","4"
"국비","MRI검사","Head & Neck","22","재활의학과","11월","1"
"국비","MRI검사","Lower Ext.","22","재활의학과","11월","1"
"국비","MRI검사","Spine","22","재활의학과","11월","4"
"국비","골밀도","골밀도","22","재활의학과","11월","4"
"국비","기타","Abdomen","22","재활의학과","11월","2"
"국비","일반검사","Chest","22","재활의학과","11월","2"
"국비","일반검사","Lower. Ext.","22","재활의학과","11월","15"
"국비","일반검사","Spine","22","재활의학과","11월","10"
"국비","MRI검사","Head & Neck","22","재활의학과","12월","1"
"국비","MRI검사","Spine","22","재활의학과","12월","1"
"국비","MRI검사","Upper Ext.","22","재활의학과","12월","1"
"국비","일반검사","Abdomen","22","재활의학과","12월","1"
"국비","일반검사","Chest","22","재활의학과","12월","4"
"국비","일반검사","Lower. Ext.","22","재활의학과","12월","2"
"국비","일반검사","Spine","22","재활의학과","12월","8"
"국비","일반검사","Upper. Ext.","22","재활의학과","12월","4"
"사비","CT검사","Head & Neck","22","재활의학과","1월","1"
"사비","기타","Abdomen","22","재활의학과","1월","2"
"사비","기타","Chest","22","재활의학과","1월","2"
"사비","일반검사","Abdomen","22","재활의학과","1월","1"
"사비","일반검사","Chest","22","재활의학과","1월","8"
"사비","일반검사","Lower. Ext.","22","재활의학과","1월","22"
"사비","일반검사","Spine","22","재활의학과","1월","6"
"사비","MRI검사","Spine","22","재활의학과","2월","1"
"사비","PACS실","Others","22","재활의학과","2월","2"
"사비","골밀도","골밀도","22","재활의학과","2월","6"
"사비","기타","Chest","22","재활의학과","2월","1"
"사비","일반검사","Chest","22","재활의학과","2월","7"
"사비","일반검사","Lower. Ext.","22","재활의학과","2월","19"
"사비","일반검사","Spine","22","재활의학과","2월","4"
"사비","MRI검사","Head & Neck","22","재활의학과","3월","1"
"사비","MRI검사","Spine","22","재활의학과","3월","1"
"사비","PACS실","Others","22","재활의학과","3월","2"
"사비","골밀도","골밀도","22","재활의학과","3월","2"
"사비","기타","Abdomen","22","재활의학과","3월","2"
"사비","기타","Chest","22","재활의학과","3월","2"
"사비","일반검사","Abdomen","22","재활의학과","3월","1"
"사비","일반검사","Chest","22","재활의학과","3월","9"
"사비","일반검사","Lower. Ext.","22","재활의학과","3월","9"
"사비","일반검사","Spine","22","재활의학과","3월","9"
"사비","CT검사","Chest","22","재활의학과","4월","1"
"사비","PACS실","Others","22","재활의학과","4월","1"
"사비","골밀도","골밀도","22","재활의학과","4월","2"
"사비","기타","Abdomen","22","재활의학과","4월","1"
"사비","기타","Chest","22","재활의학과","4월","1"
"사비","일반검사","Abdomen","22","재활의학과","4월","1"
"사비","일반검사","Chest","22","재활의학과","4월","6"
"사비","일반검사","Spine","22","재활의학과","4월","8"
"사비","일반검사","Upper. Ext.","22","재활의학과","4월","4"
"사비","MRI검사","Spine","22","재활의학과","5월","1"
"사비","PACS실","Others","22","재활의학과","5월","2"
"사비","기타","Abdomen","22","재활의학과","5월","1"
"사비","기타","Chest","22","재활의학과","5월","2"
"사비","일반검사","Chest","22","재활의학과","5월","17"
"사비","일반검사","Lower. Ext.","22","재활의학과","5월","14"
"사비","일반검사","Spine","22","재활의학과","5월","12"
"사비","일반검사","Upper. Ext.","22","재활의학과","5월","2"
"사비","MRI검사","Spine","22","재활의학과","6월","2"
"사비","PACS실","Others","22","재활의학과","6월","2"
"사비","골밀도","골밀도","22","재활의학과","6월","4"
"사비","기타","Abdomen","22","재활의학과","6월","1"
"사비","기타","Chest","22","재활의학과","6월","1"
"사비","일반검사","Chest","22","재활의학과","6월","8"
"사비","일반검사","Lower. Ext.","22","재활의학과","6월","9"
"사비","일반검사","Spine","22","재활의학과","6월","6"
"사비","CT검사","Extremity","22","재활의학과","7월","1"
"사비","CT검사","Spine","22","재활의학과","7월","1"
"사비","MRI검사","Head & Neck","22","재활의학과","7월","1"
"사비","MRI검사","Spine","22","재활의학과","7월","2"
"사비","PACS실","Others","22","재활의학과","7월","1"
"사비","기타","Chest","22","재활의학과","7월","1"
"사비","일반검사","Chest","22","재활의학과","7월","6"
"사비","일반검사","Lower. Ext.","22","재활의학과","7월","22"
"사비","일반검사","Spine","22","재활의학과","7월","6"
"사비","일반검사","Upper. Ext.","22","재활의학과","7월","2"
"사비","골밀도","골밀도","22","재활의학과","8월","2"
"사비","일반검사","Lower. Ext.","22","재활의학과","8월","8"
"사비","일반검사","Spine","22","재활의학과","8월","28"
"사비","골밀도","골밀도","22","재활의학과","9월","4"
"사비","기타","Abdomen","22","재활의학과","9월","1"
"사비","기타","Chest","22","재활의학과","9월","1"
"사비","일반검사","Chest","22","재활의학과","9월","9"
"사비","일반검사","Lower. Ext.","22","재활의학과","9월","24"
"사비","일반검사","Spine","22","재활의학과","9월","12"
"사비","MRI검사","Spine","22","재활의학과","10월","2"
"사비","골밀도","골밀도","22","재활의학과","10월","2"
"사비","기타","Abdomen","22","재활의학과","10월","1"
"사비","일반검사","Chest","22","재활의학과","10월","6"
"사비","일반검사","Lower. Ext.","22","재활의학과","10월","19"
"사비","일반검사","Spine","22","재활의학과","10월","14"
"사비","일반검사","Upper. Ext.","22","재활의학과","10월","4"
"사비","기타","Abdomen","22","재활의학과","11월","1"
"사비","일반검사","Chest","22","재활의학과","11월","14"
"사비","일반검사","Lower. Ext.","22","재활의학과","11월","14"
"사비","일반검사","Spine","22","재활의학과","11월","12"
"사비","일반검사","Upper. Ext.","22","재활의학과","11월","4"
"사비","골밀도","골밀도","22","재활의학과","12월","2"
"사비","일반검사","Abdomen","22","재활의학과","12월","2"
"사비","일반검사","Chest","22","재활의학과","12월","4"
"사비","일반검사","Lower. Ext.","22","재활의학과","12월","10"
"사비","일반검사","Spine","22","재활의학과","12월","6"
"사비","일반검사","Upper. Ext.","22","재활의학과","12월","16"
"국비","기타","치과","23","치과","1월","3"
"국비","기타","치과방사선","23","치과","1월","90"
"국비","기타","치과","23","치과","2월","5"
"국비","기타","치과방사선","23","치과","2월","94"
"국비","기타","치과","23","치과","3월","3"
"국비","기타","치과방사선","23","치과","3월","100"
"국비","기타","치과","23","치과","4월","2"
"국비","기타","치과방사선","23","치과","4월","108"
"국비","기타","치과","23","치과","5월","9"
"국비","기타","치과방사선","23","치과","5월","93"
"국비","기타","치과","23","치과","6월","7"
"국비","기타","치과방사선","23","치과","6월","84"
"국비","기타","치과","23","치과","7월","10"
"국비","기타","치과방사선","23","치과","7월","138"
"국비","기타","치과","23","치과","8월","4"
"국비","기타","치과방사선","23","치과","8월","95"
"국비","일반검사","Abdomen","23","치과","8월","1"
"국비","기타","치과","23","치과","9월","2"
"국비","기타","치과방사선","23","치과","9월","94"
"국비","기타","치과","23","치과","10월","6"
"국비","기타","치과방사선","23","치과","10월","84"
"국비","기타","치과","23","치과","11월","4"
"국비","기타","치과방사선","23","치과","11월","101"
"국비","기타","치과","23","치과","12월","6"
"국비","기타","치과방사선","23","치과","12월","96"
"사비","기타","치과","23","치과","1월","2"
"사비","기타","치과방사선","23","치과","1월","105"
"사비","기타","치과","23","치과","2월","4"
"사비","기타","치과방사선","23","치과","2월","80"
"사비","기타","치과","23","치과","3월","1"
"사비","기타","치과방사선","23","치과","3월","137"
"사비","일반검사","Chest","23","치과","3월","1"
"사비","기타","치과","23","치과","4월","7"
"사비","기타","치과방사선","23","치과","4월","109"
"사비","기타","치과","23","치과","5월","4"
"사비","기타","치과방사선","23","치과","5월","128"
"사비","기타","치과","23","치과","6월","5"
"사비","기타","치과방사선","23","치과","6월","132"
"사비","기타","치과","23","치과","7월","9"
"사비","기타","치과방사선","23","치과","7월","140"
"사비","기타","치과","23","치과","8월","4"
"사비","기타","치과방사선","23","치과","8월","136"
"사비","기타","치과","23","치과","9월","4"
"사비","기타","치과방사선","23","치과","9월","125"
"사비","기타","치과","23","치과","10월","6"
"사비","기타","치과방사선","23","치과","10월","125"
"사비","기타","치과","23","치과","11월","2"
"사비","기타","치과방사선","23","치과","11월","158"
"사비","기타","치과","23","치과","12월","6"
"사비","기타","치과방사선","23","치과","12월","124"
"국비","CT검사","Abdomen & Pelvis","24","응급실","1월","3"
"국비","CT검사","Chest","24","응급실","1월","5"
"국비","CT검사","Extremity","24","응급실","1월","2"
"국비","CT검사","Head & Neck","24","응급실","1월","5"
"국비","MRI검사","Head & Neck","24","응급실","1월","2"
"국비","응급실","Abdomen","24","응급실","1월","8"
"국비","응급실","Chest","24","응급실","1월","12"
"국비","응급실","Lower. Ext.","24","응급실","1월","14"
"국비","응급실","Skull","24","응급실","1월","5"
"국비","응급실","Spine","24","응급실","1월","8"
"국비","응급실","Upper. Ext.","24","응급실","1월","7"
"국비","일반검사","Abdomen","24","응급실","1월","10"
"국비","일반검사","Chest","24","응급실","1월","12"
"국비","일반검사","Spine","24","응급실","1월","2"
"국비","일반검사","Upper. Ext.","24","응급실","1월","8"
"국비","CT검사","Abdomen & Pelvis","24","응급실","2월","1"
"국비","CT검사","Chest","24","응급실","2월","1"
"국비","CT검사","Extremity","24","응급실","2월","2"
"국비","CT검사","Head & Neck","24","응급실","2월","1"
"국비","MRI검사","Head & Neck","24","응급실","2월","1"
"국비","골밀도","골밀도","24","응급실","2월","2"
"국비","응급실","Abdomen","24","응급실","2월","11"
"국비","응급실","Chest","24","응급실","2월","12"
"국비","응급실","Lower. Ext.","24","응급실","2월","3"
"국비","응급실","Skull","24","응급실","2월","1"
"국비","응급실","Spine","24","응급실","2월","6"
"국비","응급실","Upper. Ext.","24","응급실","2월","24"
"국비","일반검사","Abdomen","24","응급실","2월","2"
"국비","일반검사","Chest","24","응급실","2월","2"
"국비","일반검사","Lower. Ext.","24","응급실","2월","2"
"국비","CT검사","Abdomen & Pelvis","24","응급실","3월","2"
"국비","CT검사","Chest","24","응급실","3월","1"
"국비","CT검사","Head & Neck","24","응급실","3월","2"
"국비","MRI검사","Head & Neck","24","응급실","3월","2"
"국비","응급실","Abdomen","24","응급실","3월","13"
"국비","응급실","Chest","24","응급실","3월","9"
"국비","응급실","Lower. Ext.","24","응급실","3월","3"
"국비","응급실","Skull","24","응급실","3월","4"
"국비","응급실","Spine","24","응급실","3월","10"
"국비","응급실","Upper. Ext.","24","응급실","3월","2"
"국비","일반검사","Abdomen","24","응급실","3월","12"
"국비","일반검사","Chest","24","응급실","3월","6"
"국비","일반검사","Spine","24","응급실","3월","2"
"국비","CT검사","Abdomen & Pelvis","24","응급실","4월","1"
"국비","CT검사","Chest","24","응급실","4월","1"
"국비","CT검사","Head & Neck","24","응급실","4월","3"
"국비","CT검사","Spine","24","응급실","4월","1"
"국비","MRI검사","Head & Neck","24","응급실","4월","3"
"국비","응급실","Abdomen","24","응급실","4월","10"
"국비","응급실","Chest","24","응급실","4월","7"
"국비","응급실","Lower. Ext.","24","응급실","4월","23"
"국비","응급실","Spine","24","응급실","4월","2"
"국비","응급실","Upper. Ext.","24","응급실","4월","8"
"국비","일반검사","Abdomen","24","응급실","4월","3"
"국비","일반검사","Chest","24","응급실","4월","4"
"국비","일반검사","Skull","24","응급실","4월","6"
"국비","일반검사","Spine","24","응급실","4월","4"
"국비","CT검사","Abdomen & Pelvis","24","응급실","5월","3"
"국비","CT검사","Chest","24","응급실","5월","4"
"국비","CT검사","Extremity","24","응급실","5월","1"
"국비","CT검사","Head & Neck","24","응급실","5월","4"
"국비","MRI검사","Head & Neck","24","응급실","5월","3"
"국비","응급실","Abdomen","24","응급실","5월","9"
"국비","응급실","Chest","24","응급실","5월","6"
"국비","응급실","Lower. Ext.","24","응급실","5월","34"
"국비","응급실","Spine","24","응급실","5월","2"
"국비","응급실","Upper. Ext.","24","응급실","5월","16"
"국비","일반검사","Abdomen","24","응급실","5월","4"
"국비","일반검사","Chest","24","응급실","5월","14"
"국비","일반검사","Spine","24","응급실","5월","2"
"국비","일반검사","Upper. Ext.","24","응급실","5월","4"
"국비","CT검사","Abdomen & Pelvis","24","응급실","6월","2"
"국비","CT검사","Chest","24","응급실","6월","2"
"국비","CT검사","Head & Neck","24","응급실","6월","5"
"국비","MRI검사","Head & Neck","24","응급실","6월","3"
"국비","응급실","Abdomen","24","응급실","6월","9"
"국비","응급실","Chest","24","응급실","6월","14"
"국비","응급실","Lower. Ext.","24","응급실","6월","22"
"국비","응급실","Spine","24","응급실","6월","16"
"국비","응급실","Upper. Ext.","24","응급실","6월","4"
"국비","일반검사","Abdomen","24","응급실","6월","10"
"국비","일반검사","Chest","24","응급실","6월","11"
"국비","일반검사","Lower. Ext.","24","응급실","6월","15"
"국비","일반검사","Skull","24","응급실","6월","4"
"국비","일반검사","Spine","24","응급실","6월","15"
"국비","일반검사","Upper. Ext.","24","응급실","6월","4"
"국비","CT검사","Abdomen & Pelvis","24","응급실","7월","1"
"국비","CT검사","Head & Neck","24","응급실","7월","2"
"국비","PACS실","Others","24","응급실","7월","1"
"국비","응급실","Abdomen","24","응급실","7월","9"
"국비","응급실","Chest","24","응급실","7월","7"
"국비","응급실","Lower. Ext.","24","응급실","7월","13"
"국비","응급실","Spine","24","응급실","7월","17"
"국비","응급실","Upper. Ext.","24","응급실","7월","8"
"국비","일반검사","Abdomen","24","응급실","7월","1"
"국비","일반검사","Chest","24","응급실","7월","4"
"국비","일반검사","Lower. Ext.","24","응급실","7월","5"
"국비","일반검사","Skull","24","응급실","7월","11"
"국비","일반검사","Upper. Ext.","24","응급실","7월","8"
"국비","CT검사","Abdomen & Pelvis","24","응급실","8월","6"
"국비","CT검사","Chest","24","응급실","8월","4"
"국비","CT검사","Head & Neck","24","응급실","8월","5"
"국비","MRI검사","Head & Neck","24","응급실","8월","1"
"국비","응급실","Abdomen","24","응급실","8월","9"
"국비","응급실","Chest","24","응급실","8월","20"
"국비","응급실","Lower. Ext.","24","응급실","8월","5"
"국비","응급실","Spine","24","응급실","8월","24"
"국비","응급실","Upper. Ext.","24","응급실","8월","17"
"국비","일반검사","Abdomen","24","응급실","8월","10"
"국비","일반검사","Chest","24","응급실","8월","13"
"국비","일반검사","Lower. Ext.","24","응급실","8월","11"
"국비","일반검사","Skull","24","응급실","8월","8"
"국비","일반검사","Spine","24","응급실","8월","15"
"국비","일반검사","Upper. Ext.","24","응급실","8월","21"
"국비","CT검사","Head & Neck","24","응급실","9월","4"
"국비","MRI검사","Head & Neck","24","응급실","9월","1"
"국비","응급실","Abdomen","24","응급실","9월","7"
"국비","응급실","Chest","24","응급실","9월","7"
"국비","응급실","Lower. Ext.","24","응급실","9월","33"
"국비","응급실","Skull","24","응급실","9월","4"
"국비","응급실","Spine","24","응급실","9월","16"
"국비","응급실","Upper. Ext.","24","응급실","9월","12"
"국비","일반검사","Chest","24","응급실","9월","4"
"국비","일반검사","Lower. Ext.","24","응급실","9월","3"
"국비","일반검사","Skull","24","응급실","9월","8"
"국비","일반검사","Spine","24","응급실","9월","6"
"국비","CT검사","Abdomen & Pelvis","24","응급실","10월","2"
"국비","CT검사","Chest","24","응급실","10월","5"
"국비","CT검사","Extremity","24","응급실","10월","3"
"국비","CT검사","Head & Neck","24","응급실","10월","4"
"국비","MRI검사","Head & Neck","24","응급실","10월","4"
"국비","응급실","Abdomen","24","응급실","10월","7"
"국비","응급실","Chest","24","응급실","10월","22"
"국비","응급실","Lower. Ext.","24","응급실","10월","25"
"국비","응급실","Skull","24","응급실","10월","4"
"국비","응급실","Spine","24","응급실","10월","11"
"국비","응급실","Upper. Ext.","24","응급실","10월","23"
"국비","일반검사","Abdomen","24","응급실","10월","5"
"국비","일반검사","Chest","24","응급실","10월","9"
"국비","일반검사","Lower. Ext.","24","응급실","10월","8"
"국비","일반검사","Skull","24","응급실","10월","4"
"국비","일반검사","Spine","24","응급실","10월","6"
"국비","일반검사","Upper. Ext.","24","응급실","10월","10"
"국비","CT검사","Abdomen & Pelvis","24","응급실","11월","3"
"국비","CT검사","Chest","24","응급실","11월","3"
"국비","CT검사","Extremity","24","응급실","11월","1"
"국비","CT검사","Head & Neck","24","응급실","11월","5"
"국비","MRI검사","Head & Neck","24","응급실","11월","4"
"국비","기타","Chest","24","응급실","11월","1"
"국비","응급실","Abdomen","24","응급실","11월","6"
"국비","응급실","Chest","24","응급실","11월","6"
"국비","응급실","Lower. Ext.","24","응급실","11월","26"
"국비","응급실","Spine","24","응급실","11월","16"
"국비","응급실","Upper. Ext.","24","응급실","11월","21"
"국비","일반검사","Abdomen","24","응급실","11월","3"
"국비","일반검사","Chest","24","응급실","11월","7"
"국비","일반검사","Skull","24","응급실","11월","4"
"국비","일반검사","Spine","24","응급실","11월","5"
"국비","일반검사","Upper. Ext.","24","응급실","11월","3"
"국비","CT검사","Abdomen & Pelvis","24","응급실","12월","1"
"국비","CT검사","Chest","24","응급실","12월","3"
"국비","CT검사","Extremity","24","응급실","12월","3"
"국비","CT검사","Head & Neck","24","응급실","12월","4"
"국비","MRI검사","Head & Neck","24","응급실","12월","1"
"국비","골밀도","골밀도","24","응급실","12월","2"
"국비","응급실","Abdomen","24","응급실","12월","3"
"국비","응급실","Chest","24","응급실","12월","18"
"국비","응급실","Lower. Ext.","24","응급실","12월","12"
"국비","응급실","Skull","24","응급실","12월","4"
"국비","응급실","Spine","24","응급실","12월","12"
"국비","응급실","Upper. Ext.","24","응급실","12월","16"
"국비","일반검사","Abdomen","24","응급실","12월","2"
"국비","일반검사","Chest","24","응급실","12월","8"
"국비","일반검사","Lower. Ext.","24","응급실","12월","9"
"국비","일반검사","Skull","24","응급실","12월","2"
"국비","일반검사","Spine","24","응급실","12월","4"
"국비","일반검사","Upper. Ext.","24","응급실","12월","18"
"사비","CT검사","Abdomen & Pelvis","24","응급실","1월","8"
"사비","CT검사","Chest","24","응급실","1월","4"
"사비","CT검사","Head & Neck","24","응급실","1월","8"
"사비","MRI검사","Head & Neck","24","응급실","1월","5"
"사비","응급실","Abdomen","24","응급실","1월","40"
"사비","응급실","Chest","24","응급실","1월","31"
"사비","응급실","Lower. Ext.","24","응급실","1월","11"
"사비","응급실","Skull","24","응급실","1월","1"
"사비","응급실","Spine","24","응급실","1월","14"
"사비","응급실","Upper. Ext.","24","응급실","1월","6"
"사비","일반검사","Abdomen","24","응급실","1월","37"
"사비","일반검사","Chest","24","응급실","1월","34"
"사비","일반검사","Lower. Ext.","24","응급실","1월","24"
"사비","일반검사","Spine","24","응급실","1월","18"
"사비","일반검사","Upper. Ext.","24","응급실","1월","8"
"사비","CT검사","Abdomen & Pelvis","24","응급실","2월","8"
"사비","CT검사","Chest","24","응급실","2월","2"
"사비","CT검사","Head & Neck","24","응급실","2월","7"
"사비","MRI검사","Head & Neck","24","응급실","2월","2"
"사비","기타","Abdomen","24","응급실","2월","1"
"사비","기타","Chest","24","응급실","2월","1"
"사비","응급실","Abdomen","24","응급실","2월","33"
"사비","응급실","Chest","24","응급실","2월","35"
"사비","응급실","Lower. Ext.","24","응급실","2월","9"
"사비","응급실","Spine","24","응급실","2월","10"
"사비","응급실","Upper. Ext.","24","응급실","2월","39"
"사비","일반검사","Abdomen","24","응급실","2월","24"
"사비","일반검사","Chest","24","응급실","2월","12"
"사비","일반검사","Lower. Ext.","24","응급실","2월","3"
"사비","일반검사","Skull","24","응급실","2월","14"
"사비","일반검사","Spine","24","응급실","2월","6"
"사비","일반검사","Upper. Ext.","24","응급실","2월","8"
"사비","CT검사","Abdomen & Pelvis","24","응급실","3월","10"
"사비","CT검사","Chest","24","응급실","3월","11"
"사비","CT검사","Extremity","24","응급실","3월","3"
"사비","CT검사","Head & Neck","24","응급실","3월","9"
"사비","CT검사","Hip & Pelvic Bone","24","응급실","3월","1"
"사비","MRI검사","Head & Neck","24","응급실","3월","4"
"사비","MRI검사","Lower Ext.","24","응급실","3월","1"
"사비","골밀도","골밀도","24","응급실","3월","6"
"사비","기타","Abdomen","24","응급실","3월","1"
"사비","기타","Chest","24","응급실","3월","1"
"사비","응급실","Abdomen","24","응급실","3월","36"
"사비","응급실","Chest","24","응급실","3월","44"
"사비","응급실","Lower. Ext.","24","응급실","3월","22"
"사비","응급실","Skull","24","응급실","3월","12"
"사비","응급실","Spine","24","응급실","3월","13"
"사비","응급실","Upper. Ext.","24","응급실","3월","17"
"사비","일반검사","Abdomen","24","응급실","3월","20"
"사비","일반검사","Chest","24","응급실","3월","21"
"사비","일반검사","Lower. Ext.","24","응급실","3월","26"
"사비","일반검사","Skull","24","응급실","3월","8"
"사비","일반검사","Spine","24","응급실","3월","10"
"사비","일반검사","Upper. Ext.","24","응급실","3월","15"
"사비","CT검사","Abdomen & Pelvis","24","응급실","4월","5"
"사비","CT검사","Chest","24","응급실","4월","3"
"사비","CT검사","Extremity","24","응급실","4월","1"
"사비","CT검사","Head & Neck","24","응급실","4월","7"
"사비","CT검사","Hip & Pelvic Bone","24","응급실","4월","2"
"사비","MRI검사","Head & Neck","24","응급실","4월","3"
"사비","MRI검사","Lower Ext.","24","응급실","4월","1"
"사비","골밀도","골밀도","24","응급실","4월","8"
"사비","기타","Chest","24","응급실","4월","2"
"사비","응급실","Abdomen","24","응급실","4월","41"
"사비","응급실","Chest","24","응급실","4월","39"
"사비","응급실","Lower. Ext.","24","응급실","4월","46"
"사비","응급실","Skull","24","응급실","4월","7"
"사비","응급실","Spine","24","응급실","4월","17"
"사비","응급실","Upper. Ext.","24","응급실","4월","21"
"사비","일반검사","Abdomen","24","응급실","4월","13"
"사비","일반검사","Chest","24","응급실","4월","13"
"사비","일반검사","Lower. Ext.","24","응급실","4월","5"
"사비","일반검사","Skull","24","응급실","4월","13"
"사비","일반검사","Spine","24","응급실","4월","4"
"사비","일반검사","Upper. Ext.","24","응급실","4월","10"
"사비","CT검사","Abdomen & Pelvis","24","응급실","5월","7"
"사비","CT검사","Chest","24","응급실","5월","5"
"사비","CT검사","Extremity","24","응급실","5월","2"
"사비","CT검사","Head & Neck","24","응급실","5월","7"
"사비","CT검사","Hip & Pelvic Bone","24","응급실","5월","1"
"사비","MRI검사","Head & Neck","24","응급실","5월","4"
"사비","MRI검사","Spine","24","응급실","5월","1"
"사비","골밀도","골밀도","24","응급실","5월","4"
"사비","기타","Chest","24","응급실","5월","1"
"사비","응급실","Abdomen","24","응급실","5월","58"
"사비","응급실","Chest","24","응급실","5월","56"
"사비","응급실","Lower. Ext.","24","응급실","5월","44"
"사비","응급실","Spine","24","응급실","5월","26"
"사비","응급실","Upper. Ext.","24","응급실","5월","48"
"사비","일반검사","Abdomen","24","응급실","5월","9"
